sample_id,price
159980,14.02048
187478,11.0847225
275879,5.3881288
206880,8.424491
99207,29.612377
271559,6.6700377
206246,8.1669
250007,16.686026
116474,6.5956473
96162,6.3519278
203860,16.385029
20598,16.28655
187229,5.300238
71704,6.90223
190838,8.597395
235135,23.60066
235858,9.125327
199593,28.731369
145032,29.119963
181022,9.892569
59796,51.726303
177029,23.495518
261606,29.156998
193771,10.323175
294082,1.8562453
190929,8.845727
89431,21.938152
235156,32.74599
225340,32.237312
129273,4.546937
172668,8.690023
109500,18.262949
186350,17.790392
68038,23.035604
31763,12.802969
41720,19.342405
206618,6.4082303
172690,18.04285
292208,4.2181287
273819,5.634804
243462,17.812075
222467,26.122452
195771,59.31979
280455,9.299365
42717,9.496086
108167,78.59278
149325,23.85966
23108,7.954631
213975,25.148102
211807,32.84954
216954,10.222556
280860,11.273699
156949,150.13826
86615,8.635404
269871,16.068043
145774,52.400154
123375,30.962902
234458,8.144773
93601,9.530237
82740,13.388544
585,17.246674
153138,16.81582
268890,2.1546829
12259,10.143874
263044,43.02921
124328,17.94723
69112,10.723409
21188,24.755844
246496,1.539999
196498,44.86451
224332,5.458096
96918,8.829848
295943,6.8518972
40707,10.893257
65413,13.011903
282995,11.34874
133095,18.908651
162703,16.942467
181635,12.119529
263120,127.390076
3844,20.67187
115790,21.424417
113251,29.219004
71533,22.656433
148489,36.426685
88065,12.565055
165586,10.397148
49484,7.881754
294861,21.296038
151927,5.5125113
96260,30.193047
224569,5.8532505
93633,22.06318
161841,28.5491
4587,6.883854
64108,16.662075
285222,4.258326
152321,22.018923
72587,8.805013
76131,14.180375
241293,16.784414
23244,12.466919
35269,4.638758
121417,9.488069
33621,4.7910366
200873,25.149153
47677,9.911087
130261,69.87856
218381,21.406752
173929,9.464307
149574,25.97896
168096,12.395505
118282,16.704779
87015,2.8893545
14230,20.056656
82975,47.417484
42344,1.7336832
242296,17.456673
111057,58.358944
136594,5.7483234
253070,12.899244
96763,9.077689
33204,5.944482
270874,16.880903
256601,5.32825
208413,20.099646
298683,33.44841
150326,8.091137
220519,8.62586
9857,7.9575987
290547,29.57577
67868,6.688991
211946,25.668915
54814,5.0418816
225051,2.9317722
160216,13.379689
281718,12.053563
91925,27.882172
170581,20.384724
145478,41.211098
271849,9.721706
13784,125.41184
179242,117.719124
146924,101.30467
160154,4.189926
206004,48.852894
137077,15.422819
232088,2.7765455
138573,25.570604
72899,22.196705
69429,14.237631
68563,21.984392
238751,6.5852456
161463,41.141796
104111,13.074081
241769,12.1354065
172917,6.270413
238606,6.497974
124573,17.916742
2595,51.568233
77740,10.310881
142206,54.49974
220175,17.947447
37564,15.770581
98411,3.450095
48457,7.47586
101213,11.15965
177251,9.403986
290059,19.691141
269407,10.999246
131995,15.498214
67627,14.282118
257663,8.634267
66787,10.082621
207505,20.269802
98495,10.29419
192061,36.658497
53926,8.16534
81707,11.524142
249939,3.6518235
15944,3.7936356
165256,16.299257
51295,8.082654
68267,6.683817
91451,7.1280036
2643,22.569702
172860,7.9720054
52304,15.006167
37360,15.651383
131094,83.972275
225345,24.696604
273492,1.758866
132873,15.606561
122581,17.293865
8477,24.004652
291815,56.125874
9906,11.326288
235965,28.640614
150813,11.212531
137502,7.4723244
37884,8.647621
32935,18.982521
16356,19.698467
160397,10.232953
246582,7.827058
251047,32.84007
238229,8.011036
268140,23.14156
285647,13.719276
205476,22.11894
72760,21.04465
123497,39.55095
135883,24.419338
294868,5.4767447
182893,8.362097
34256,9.12292
40245,5.725351
163481,13.235983
122295,15.450097
103549,5.7212124
41805,9.5800295
176189,23.888075
247981,12.64196
273162,5.634525
218014,12.461262
173287,24.392311
228521,43.83328
4085,60.709984
250264,4.2429404
243175,12.800872
111173,1.8134855
28397,7.5098224
245278,10.255644
225737,35.49129
62994,42.509575
242806,67.050514
49803,10.385358
61129,26.118107
228049,29.935806
249685,8.289006
45483,12.370207
131429,11.3983345
111526,12.757334
80331,21.552982
247751,9.297455
125678,16.00446
17653,15.0905485
247554,9.405509
275883,3.630112
206589,20.173285
251032,15.492898
259755,27.379059
84440,31.336094
159961,20.266579
112877,15.703107
253382,17.216494
250983,28.239798
282664,21.853754
97341,35.51543
36515,3.8444085
83147,14.598898
192661,23.279173
152197,24.545986
72332,29.6067
118545,56.234077
262703,15.01438
198416,18.298124
71620,45.347553
244418,23.753622
224198,6.1252666
99432,19.216986
186420,2.8864617
289158,11.330509
299075,1.9268494
262174,12.407179
233857,63.297016
240224,14.390799
6756,77.27228
150633,1.7780346
272890,6.797509
67600,10.789225
35062,18.109825
288668,7.243765
279969,28.80833
138058,18.97046
110543,22.024042
134521,6.693651
188758,30.261133
34525,8.728232
81272,5.002432
80680,9.69528
144552,5.2730527
7534,15.447763
93379,8.000736
114906,13.427429
282486,3.655275
154308,19.939354
108083,4.7057433
131798,29.239405
199061,9.978282
185391,31.01457
237552,21.693047
269109,13.090949
64217,12.641256
17615,3.4055638
108257,14.953573
218391,24.620827
108677,5.5610666
189533,10.922085
51148,29.240255
81843,10.347488
52612,22.491785
180601,33.650085
291151,7.644302
147446,28.772406
299342,7.920095
45505,12.583609
253050,2.6804998
54180,17.170938
98146,21.171309
33091,5.2546654
12835,8.5184355
276059,1.9890324
72065,26.701984
71828,71.355705
294942,6.607959
149166,6.813544
198178,15.646037
165351,6.221266
20252,54.68609
237631,11.481872
71004,3.9235523
280509,9.112661
289924,20.373844
54746,6.9723735
176590,48.176483
38846,14.51629
194370,14.432598
177458,12.41158
66525,7.3911967
67988,7.320192
32466,17.601507
38063,9.790865
53939,20.255932
30198,12.935785
232255,12.935634
108071,24.226274
191326,31.896452
297511,7.6752257
113972,35.940735
296502,28.787958
32107,19.111248
164098,4.7418623
192778,21.178371
30013,5.1000934
197109,20.407345
191931,3.901117
199065,14.528204
235818,9.647963
204768,9.736428
219877,47.604633
127940,15.629923
204244,31.519289
150236,18.437616
192756,17.889946
126326,15.258707
51976,11.445084
90862,29.82917
209828,24.586922
265703,16.704863
292515,23.085407
213828,24.648603
278903,11.797218
58531,9.383972
13995,5.4470615
208619,20.051441
22631,26.831356
57620,48.498547
24744,10.748084
293147,9.114913
142405,39.77642
241784,14.389964
134121,8.671289
153927,30.540016
74538,22.214718
171555,18.357933
276092,8.326812
18849,42.956955
177283,7.1744714
118811,16.34645
143713,20.83874
123583,8.5519285
70883,3.698591
159299,4.717959
100,21.26009
40128,10.214735
185633,29.392271
92987,17.286152
54133,38.82017
181961,12.246754
115533,16.850256
31238,8.889821
293072,2.5761068
296357,18.013731
290944,27.850552
232184,17.363508
95223,21.674047
6067,27.821856
102264,31.777721
90041,17.108984
90616,11.649909
62663,16.459587
48305,8.362254
220246,15.4080105
112759,42.578114
162741,36.814198
212595,28.228374
281378,3.7419145
294187,2.2104032
24375,8.077986
217378,8.785074
236052,14.826133
22340,16.87194
38836,4.6565924
111996,14.862102
296349,36.747185
78659,12.593195
166750,8.7738285
181280,4.72582
77402,4.5387645
84240,13.684177
88957,11.41987
6917,2.3623402
17551,4.6296287
197490,12.347142
225904,5.7477694
42862,12.610574
101377,110.719376
54696,11.704873
96298,9.79638
174007,12.558229
125763,17.113226
178461,4.414829
135641,26.877335
61107,8.052876
268057,18.37747
138586,13.715655
226417,28.196426
66135,28.284737
132622,9.512533
147831,46.962894
146885,58.091526
36446,105.24947
59507,55.26587
291266,7.23931
59032,11.071686
212230,22.755125
28134,3.6693683
109823,16.722073
278006,11.345915
70225,47.244427
179951,11.350529
204742,13.080583
31700,5.6586823
263696,10.050884
107748,10.7988
54177,16.37999
103713,10.149014
252849,12.978411
12584,40.63332
208075,1.6100714
2908,5.368284
265635,5.168388
232851,28.796545
47534,6.16876
116116,15.525845
295695,3.5280457
231017,16.06104
168527,7.8851643
150335,10.847105
169818,5.5159087
129882,31.213121
64693,8.846496
201247,14.059109
206710,10.085104
35852,21.46275
66557,32.620926
270879,26.40875
98390,12.541979
134361,6.099789
221624,42.204063
270028,4.534912
265893,1.9141072
220059,82.025925
32841,15.8658495
128188,35.317448
193657,10.710141
55555,18.052761
159073,31.036774
247278,3.956212
210903,6.8080735
196686,21.197405
193876,6.8326097
108395,15.875937
277014,12.755336
268519,10.04722
224617,19.629877
298159,18.819738
25635,23.540865
109882,15.4969
270257,18.315111
126196,22.724146
18378,31.41968
295107,6.668072
218450,14.8702345
149391,17.65473
267166,8.941534
54508,9.338832
168959,5.563467
119411,20.366686
80409,12.053673
91737,11.239028
188998,20.726006
103642,39.079803
233233,15.73794
63970,4.722211
93980,9.969365
143005,18.681137
2109,72.305626
277665,20.378155
256184,4.004702
285066,21.564522
156971,107.275856
261957,18.171284
168263,20.3672
99515,25.919285
126749,1.7137283
227782,27.086422
166618,52.56042
39951,2.825819
257848,3.269544
108150,22.298887
200530,29.042501
297760,24.791088
62432,13.796253
256205,17.683037
170972,1.7550128
281533,13.075325
273034,12.833787
134965,11.467287
287158,16.891283
129771,17.639898
125804,24.00462
260441,16.774014
103079,34.93906
104291,16.546064
92654,15.2948065
63907,20.384035
141737,9.164591
91965,28.706617
186422,2.7527008
208110,18.814386
150732,9.257724
177490,4.587257
25248,32.209663
105702,11.578665
125023,12.155363
238925,7.805295
25272,21.778246
114246,55.839897
221673,20.663097
126294,22.572042
81752,8.726962
142107,95.777374
53451,28.413956
66905,31.835407
3427,11.948042
76962,4.466558
288495,5.0535674
30669,20.76646
120053,6.2686396
99805,18.532984
110607,103.32169
105933,13.325274
10890,16.264444
203610,19.59036
59194,28.353504
252812,20.348068
204655,13.819851
83686,9.128065
97682,23.10515
297431,4.786743
243788,28.202396
229366,7.6065507
142987,38.33148
169795,13.296268
186398,8.553256
49005,12.679105
230152,11.0890875
220700,19.829765
187447,9.2381
171027,10.354011
268837,3.2462437
260436,23.718016
78469,10.306235
187518,5.572521
94427,2.6484652
7978,9.780105
238128,9.859935
176944,8.664329
261059,8.5260105
143866,86.34967
141597,9.079734
113784,3.9416907
162718,2.9997382
15235,47.572533
168739,4.590861
29198,24.231945
172392,10.8043785
140857,23.606617
232539,25.9655
200770,16.31761
95206,15.008753
21225,7.807555
165923,18.62277
286031,7.19939
123402,9.8094635
141345,22.287376
185235,9.063376
149059,25.323677
126256,8.160829
55783,38.586845
10149,15.942593
23157,13.82757
62986,59.68771
83341,9.785516
211693,9.751178
270827,29.480349
92432,7.1569743
222635,6.143892
1697,57.527348
31580,14.418136
258898,3.9166923
21527,17.156624
50846,32.198105
156214,23.648394
76180,3.907014
78263,23.323929
121612,19.592314
207258,43.0681
130277,82.780815
14924,10.761561
10881,7.480683
235096,28.508366
292225,4.917593
95527,157.93791
14258,13.385436
108941,12.814969
235808,27.958368
225930,16.576385
177018,2.482817
159079,13.979648
178963,10.014765
51085,27.810282
212100,12.244944
160711,3.112599
75286,15.130253
286053,6.9864187
152792,11.318893
70066,10.033852
159387,8.232142
10572,6.414246
220281,15.0335655
106708,19.913813
203718,13.419724
185346,7.791147
219491,15.211127
281638,5.3449616
79927,15.094921
213410,18.059929
112120,34.114956
48286,15.084649
148933,3.7727854
66895,12.719404
182996,5.365709
14150,24.59495
11061,25.234428
273229,4.289977
211317,9.004523
231288,19.583954
77503,14.583858
273639,3.9680517
150509,24.259388
77546,15.526529
18828,33.330437
191665,5.5331345
91317,24.018705
279237,25.215755
8579,6.4268284
58640,20.485342
201927,21.994709
208477,11.738045
246076,29.096735
8845,4.426254
261725,4.744009
142778,22.568178
218490,37.701935
233234,21.731037
245731,19.091843
44727,9.985603
80256,10.857493
32469,11.369094
102725,13.173852
105769,35.569786
31581,9.746787
189690,8.996688
42953,23.921942
273979,8.0953455
183110,38.59714
262975,16.736572
135559,13.487727
144351,40.944218
156961,111.13612
78202,26.86262
5839,9.699718
98816,70.553314
167014,21.682577
19528,29.343975
188562,10.822249
163994,7.376008
205167,12.0722685
159055,7.2736316
24339,4.007953
246105,27.16166
259530,13.99267
240687,30.50932
114356,15.920344
46411,16.43196
259424,6.306441
55130,7.7132463
270067,5.9225373
42354,9.175942
55257,41.496143
268795,15.582436
203007,24.023758
82346,8.045756
171973,1.7114618
253670,10.292359
91929,28.135052
107945,18.365025
88463,4.8416557
249589,23.001041
144291,43.17879
193784,67.314835
241171,12.993916
10026,2.5564182
116696,38.793934
160409,11.8327265
122791,3.616478
18520,15.559232
13879,5.7571344
108740,8.210497
135218,8.799509
52274,16.955597
229017,27.51455
93398,2.495737
203053,6.8606787
193750,6.5157666
252485,10.761495
66717,11.258203
96895,16.676865
106272,1.6538233
232218,24.627016
19384,46.909336
116893,30.048578
94264,16.90048
117901,34.763165
478,8.546257
124898,21.441061
138891,19.220158
218022,5.10514
295673,13.292211
41419,11.654782
111707,20.151411
164308,32.052486
102693,6.5421515
141165,18.160578
129284,3.6335442
227998,11.289345
127882,17.674671
3329,20.070345
144976,82.07025
38810,9.32781
107415,22.596666
42496,7.0483985
250788,11.334094
209778,13.853061
209136,17.92625
81425,1.3688258
96085,27.323017
167970,9.371421
78824,8.229169
158275,12.247268
251270,13.357984
107409,44.156998
180559,4.298828
199297,9.912086
71013,11.097405
104377,8.542929
299076,9.476392
52017,5.7906046
185939,13.760834
24224,22.729597
45119,5.4452763
88307,41.656727
12908,10.328347
102792,16.850618
232971,62.4042
119791,22.573446
67478,8.248276
233932,5.948297
205940,1.779526
34137,21.3269
91420,14.914248
230500,7.174551
99710,14.625787
235133,34.771366
277213,5.5024667
19400,66.26269
237456,14.63733
121658,18.206413
277650,4.4894085
72039,141.89397
71798,30.670544
182421,6.271646
115809,15.343592
181534,10.34474
278074,6.130425
221153,9.581714
34217,8.605717
76530,17.181189
99918,5.765157
195304,69.79931
121675,14.423492
6391,21.593502
74840,15.557011
144601,6.8262906
39779,2.2307596
110498,54.315163
58544,9.402722
245826,31.093225
32038,16.355425
290287,12.905113
138206,4.887401
254594,9.716113
88596,2.1133974
30663,13.246942
26006,33.072105
145548,49.752403
148101,12.787719
141848,33.120247
6906,11.656571
279520,8.579052
192534,10.591117
11945,5.0812225
259340,9.002226
61497,11.678573
220790,20.231665
277751,13.772876
229576,17.269314
116966,18.470352
204069,20.215353
126551,14.767845
295654,6.974842
270357,11.94269
18148,45.643482
232214,6.2725577
162939,28.604294
12546,6.623171
251774,12.11083
11133,20.961096
84116,10.533329
246757,7.009039
122786,18.2417
115689,12.098426
49148,16.719034
274677,11.934126
102435,6.039809
273393,10.456006
263331,4.4134192
195072,4.2508316
142437,17.134914
293080,23.715738
163937,4.8717494
111016,11.833228
171733,6.54759
1756,36.182182
77414,23.957323
173275,9.945222
205642,4.4935813
52045,24.40473
155623,37.48393
91604,6.080241
8252,29.791878
28345,14.683479
203742,14.268882
293998,13.483132
140772,19.894522
142390,100.46084
280907,70.699036
145442,16.88369
62879,11.593542
90372,2.1008093
36505,3.726154
18625,8.49305
202358,12.404896
108642,60.319397
291391,14.622514
183424,22.037127
266503,8.8393135
141135,4.789025
185316,8.833063
207405,15.768476
119435,13.095697
77520,4.054037
288397,20.50015
246351,18.917025
207538,23.488056
21280,14.623379
93999,21.4373
250001,21.60442
2574,54.852657
259032,10.6914015
60773,16.380621
66704,11.354035
100337,4.0924077
29923,12.867281
37393,12.139532
228449,17.13515
35480,24.801924
85156,11.4773245
207757,18.591362
230304,17.849192
244204,44.570755
285882,8.389939
260548,23.041761
286264,16.523172
77844,22.458006
40401,2.8729901
168487,11.19605
15528,15.116639
48602,3.5300198
89330,11.974685
4253,18.740698
213784,11.94471
289599,27.773407
126466,16.112751
246566,5.293639
206510,37.72068
33044,3.3695502
97658,9.269784
136494,6.0804977
108725,13.041274
33210,8.627773
114556,6.7080684
14022,35.19793
158290,14.073882
108276,10.542544
212604,33.71313
153881,10.883065
39523,14.434952
101103,3.5247147
148740,91.03289
288474,11.580303
131804,8.030176
210826,6.84788
273838,13.324575
257052,5.8571796
178150,6.572757
123792,4.5315013
284610,5.7412357
193682,9.089841
149079,10.704484
2371,36.56798
163451,30.155968
203425,10.69275
292779,6.93937
284785,7.276558
236665,38.536617
127883,5.8490644
96069,12.117793
49916,17.294971
251923,14.151131
270851,24.62688
98612,4.040283
18020,21.028294
162210,3.6659417
275984,9.770697
124489,15.759094
124677,42.87092
203442,36.185482
194657,5.058847
293709,20.416744
246040,26.501984
274872,7.765066
135539,8.07049
153064,17.210285
91856,23.015411
198319,71.59342
93973,12.616008
29983,6.649382
260808,11.777829
190142,15.652458
22826,19.95473
53138,10.564727
256530,6.474044
107397,19.209927
68306,12.587666
248745,15.738533
24589,12.070746
183503,13.255548
264658,8.731647
73369,19.117188
244074,8.009389
117186,24.47604
47478,10.946311
179839,112.14769
188053,9.582141
247206,28.863613
43765,21.242994
278895,27.471151
130185,57.002495
267839,29.098711
3623,92.913246
175954,11.056661
115079,17.381527
118883,20.48752
238712,8.050735
63586,9.228453
211835,44.409195
97336,10.064286
185621,11.211278
97058,3.794408
157656,15.538602
157002,140.40103
267838,15.967278
194177,10.068016
113708,11.582737
148282,27.839539
34321,80.49036
96243,25.033236
59654,16.67123
222004,7.9801598
127064,22.10013
289706,7.4425964
18006,43.167366
257516,12.825388
81683,8.122276
258893,22.146608
66471,17.725138
140803,21.071083
14277,15.04539
44684,5.882206
180021,1.7391714
258645,6.4916844
49587,6.957294
289863,8.8547325
159364,17.867153
51612,18.127861
205411,16.172817
12943,14.812421
129987,19.56486
96188,7.7377143
122802,4.669178
257025,14.908268
72636,9.038078
162215,2.6484075
152772,4.2652698
179939,2.4748704
138399,59.940212
249543,8.956407
249020,19.795897
122833,3.9659631
271412,28.027124
124835,80.11437
154566,8.209189
121405,9.540924
101455,27.565432
233564,18.561844
95316,7.1690817
270442,5.5008416
285998,22.403355
228115,27.564272
279862,57.658455
255208,16.255522
153190,7.064337
48820,22.906507
90531,4.8972735
287905,7.873009
191101,3.7839952
39897,9.658131
73248,1.5176243
248766,4.6945596
200685,33.648087
298279,10.626363
243019,7.845427
269130,5.6550865
145566,61.223755
275614,11.84277
